"Titolo","Codice","Tipo","Volume","Autore (Cognome, Nome)","Autore (Cognome, Nome) copy","Autore (Cognome, Nome) copy copy","Anno di pubblicazione","Luogo","Editore","Tags","Fondo","Fondo (from Fondo)","pdf","Immagine","Collocazione","Disclaimer"
"Classe operaia e ceti medi","01.1.COLACLAbis","Libro edito","","Colarizi, Simona","","","1980","Padova","Marsilio Editori","Storia,Socialismo,Economia,Comunismo","Venturati","Venturati","","","Biblioteca",""
"La Cina rivoluzionaria","01.1.COLLCIN","Libro edito","","Collotti Pischel, Enrica","","","1965","Torino","Einaudi","Politica,Comunismo,Esteri","Venturati","Venturati","","","Biblioteca",""
"Le origini ideologiche della rivoluzione cinese","01.1.COLLORI","Libro edito","","Collotti Pischel, Enrica","","","1958","Torino","Einaudi","Politica,Comunismo,Esteri","Venturati","Venturati","","","Biblioteca",""
"Karl Marx e il pensiero moderno","01.1.CORNKAR","Libro edito","","Cornu, Auguste","","","1949","Novara","Einaudi","Politica, Storia, Filosofia","Venturati","Venturati","","","Biblioteca",""
"La verità sul 9 settembre","01.1.CORONVER","Libro edito","","Corona, Achille","","","1945","Roma-Milano","Edizioni Avanti!","Inchiesta,Fascismo,Resistenza","Venturati","Venturati","","","Biblioteca",""
"I Mille giorni di Allende. L'azione del Governo di Unidad Popular in 125 documenti","01.1.COROSMIL","Libro edito","","Corossacz, Anna","","","1975","Roma","Mondoperaio","Politica,Socialismo","Venturati","Venturati","","","Biblioteca",""
"La costituzione del partito socialista italiano","01.1.CORTCOS","Libro edito","","Corte, Luigi","","","1961","Milano","Edizioni Avanti!","Storia,Socialismo","Venturati","Venturati","","","Biblioteca",""
"Lo strappo","01.1.COSSTR","Libro edito","","Cossutta, Armando","","","1982","Milano","Mondadori","Politica,Comunismo","Venturati","Venturati","","","Biblioteca",""
"I socialisti e il caso Moro","01.1.COVSOC","Libro edito","","Covatta, Luigi","Baget Bozzo, Gianni","Vassalli, Giuliano","1983","Roma","Il compagno","Politica,Socialismo,Inchiesta","Venturati","Venturati","","","Biblioteca",""
"Cento anni dopo","01.1.CRACEN","Libro edito","","Craxi, Bettino","","","1982","Milano","Biblioteca Rossa","Politica,Socialismo","Venturati","Venturati","","","Biblioteca",""
"Pace sicurezza indipendenza","01.1.CRAPAC","Libro edito","","Craxi, Bettino","","","1981","Roma","Il compagno","Politica,Socialismo","Venturati","Venturati","","","Biblioteca",""
"Un passo avanti","01.1.CRAPAS","Libro edito","","Craxi, Bettino","","","1981","Roma","Sugarco","Politica,Socialismo","Venturati","Venturati","","","Biblioteca",""
"Pluralismo o leninismo","01.1.CRAPLU","Libro edito","","Craxi, Bettino","","","1978","Milano","Sugarco","Politica,Socialismo,Comunismo","Venturati","Venturati","","","Biblioteca",""
"Prove","01.1.CRAPRO","Libro edito","","Craxi, Bettino","","","1980","Roma","Sugarco","Politica,Socialismo","Venturati","Venturati","","","Biblioteca",""
"Il rinnovamento socialista per il rinnovamento dell'Italia","01.1.CRARIN","Libro edito","","Craxi, Bettino","Molaioli, Angelo","","1981","Milano","Sezione propaganda del PSI","Politica,Socialismo","Venturati","Venturati","","","Biblioteca",""
"Tre anni","01.1.CRATRE","Libro edito","","Craxi, Bettino","","","1983","Milano","SugarCo Edizioni","Politica,Socialismo","Venturati","Venturati","","","Biblioteca",""
"Crisi economica e condizionamenti internazionali dell'Italia","01.1.CSPCRI.1","Libro edito","1","Centro Studi di Politica Economica","","","1976","Roma","Editori Riuniti","Economia,Esteri","Venturati","Venturati","","","Biblioteca",""
"Crisi economica e condizionamenti internazionali dell'Italia","01.1.CSPCRI.2","Libro edito","2","Centro Studi di Politica Economica","","","1976","Roma","Editori Riuniti","Esteri,Economia","Venturati","Venturati","","","Biblioteca",""
"Obsolescenza delle ideologie","01.1.DAGOBS","Libro edito","","Dagnino, Virgilio","","","1967","Milano","Azione Comune","Politica","Venturati","Venturati","","","Biblioteca",""
"Il mestiere di morire","01.1.DAPMES","Libro edito","","Da Pozzo, Gusti","","","1962","Milano","Edizioni Avanti!","Politica","Venturati","Venturati","","","Biblioteca",""
"Scienza e tecnologia in Italia","01.1.DEFSCI","Libro edito","","De Falco, Antonio","","","1968","Padova","Marsilio Editori","Inchiesta","Venturati","Venturati","","","Biblioteca",""
"Le Armi e il potere,  l'esercito francese da Sedan all'Algeria","01.1.DELAARM","Libro edito","","De La Gorce, Paul-Marie","","","1967","Milano","Club degli editori","Storia,Politica,Esteri","Venturati","Venturati","","","Biblioteca",""
"Sanità pubblica,  sicurezza sociale e programmazione economica","01.1.DELOSAN","Libro edito","","Delogu, Severino","","","1967","Torino","Einaudi","Economia,Amministrazione","Venturati","Venturati","","","Biblioteca",""
"Le istituzioni fra crisi e rinnovamento","01.1.DELPIST","Libro edito","","Del Pennino, Antonio","","","1983","Milano","PRI","Elettorale","Venturati","Venturati","","","Biblioteca",""
"La crisi del marxismo - Socialismo si, comunismo no ","01.1.DEMACRI","Libro edito","","Demaitre, Edmund","Masini, Pier Carlo ","","1964","Milano ","Edizioni Azione Comune ","Politica, Socialismo, Comunismo, Storia","Venturati","Venturati","","","Biblioteca",""
"È possibile il trapianto degli organi vitali?","01.1.DEMIEPO","Libro edito","","Demichov, Wladimir Petrowich","","","1959","Milano","Edizioni Avanti!","Storia","Venturati","Venturati","","","Biblioteca",""
"Il socialismo oggi e domani","01.1.DERASOC","Libro edito","","D’eramo, Marco","","","1976","Cosenza","Edistampa - Edizioni Lerici","Politica,Socialismo","Venturati","Venturati","","","Biblioteca",""
"Uomini e dio","01.1.DERMUOM","Libro edito","","Der Meer, Van","","","1955","Alba","Edizioni Paoline","Filosofia,Chiesa","Venturati","Venturati","","","Biblioteca",""
"Civiltà cattolica 1850-1945","01.1.DEROCIV.1","Libro edito","1","De Rosa, Gabriele","","","1971","Firenze","Landi","Storia,Chiesa","Venturati","Venturati","","","Biblioteca",""
"Civiltà cattolica 1850-1945","01.1.DEROCIV.2","Libro edito","2","De Rosa, Gabriele","","","1971","Firenze","Landi","Storia,Chiesa","Venturati","Venturati","","","Biblioteca",""
"Civiltà cattolica 1850-1945","01.1.DEROCIV.3","Libro edito","3","De Rosa, Gabriele","","","1971","Firenze","Landi","Storia,Chiesa","Venturati","Venturati","","","Biblioteca",""
"Civiltà cattolica 1850-1945","01.1.DEROCIV.4","Libro edito","4","De Rosa, Gabriele","","","1971","Firenze","Landi","Storia,Chiesa","Venturati","Venturati","","","Biblioteca",""
"5 lezioni di Francesco De Sanctis su Mazzini","01.1.DES5LE","Libro edito","","De Sanctis, Francesco","","","1972","Roma","Orlando","Storia","Venturati","Venturati","","","Biblioteca",""
"La grande contesa","01.1.DEUGRA","Libro edito","","Deutscher, Isaac","","","1960","Torino","Einaudi","Politica","Venturati","Venturati","","","Biblioteca",""
"Democrazia economica sindacato eurosocialismo","01.1.DIDDEM","Libro edito","","Didò, Mario","","","1983","Roma","Il Compagno","Politica,Socialismo","Venturati","Venturati","","","Biblioteca",""
"I socialisti e la sfida tecnologica in Italia e in europa","01.1.DIDSOC.4","Libro edito","4","Didò, Mario","Manca, Enrico","Forte, Francesco","1984","Roma","Il compagno","Politica,Socialismo","Venturati","Venturati","","","Biblioteca",""
"Una nuova politica per il 1970","01.1.DIMNUO","Libro edito","","Di Martino, Francesco","","","1969","Milano","Avanti!","Politica,Socialismo","Venturati","Venturati","","","Biblioteca",""
"Personalità e potere politico ","01.1.DIRPER","Libro edito","","Di Renzo, Gordon J.","","","1967","Bologna ","Il Mulino","Politica","Venturati","Venturati","","","Biblioteca",""
"Conversazioni","01.1.DOLCON","Libro edito","","Dolci, Danilo","","","1962","Torini","Einaudi ","Inchiesta,Politica,Economia","Venturati","Venturati","","","Biblioteca",""
"Una politica per la piena occupazione","01.1.DOLPOL","Libro edito","","Dolci, Danilo","","","1958","Torino","Einaudi","Politica,Amministrazione,Economia","Venturati","Venturati","","","Biblioteca",""
"Dittatura,  classe politica e classe dirigente","01.1.DORDIT","Libro edito","","Dorso, Guido","","","1955","Torino","Einaudi","Politica","Venturati","Venturati","","","Biblioteca",""
"L'occasione storica","01.1.DORLOC","Libro edito","","Dorso, Guido","","","1949","Torino","Einaudi","Politica","Venturati","Venturati","","","Biblioteca",""
"La rivoluzione meridionale","01.1.DORRIV","Libro edito","","Dorso, Guido","","","1955","Torino","Einaudi","Politica","Venturati","Venturati","","","Biblioteca",""
"Decentramento urbano e democrazia ","01.1.DRADEC","Libro edito","","Dragone, Umberto","","","1975","Milano","Feltrinelli","Amministrazione,Politica","Venturati","Venturati","","","Biblioteca",""
"Memorie partigiane","01.1.DUNMEM","Libro edito","","Dunchi, Nardo","","","1957","Firenze","La Nuova Italia","Biografico,Resistenza","Venturati","Venturati","","","Biblioteca",""
"Lo scrittoio del Presidente 1948-1955","01.1.EINSCR","Libro edito","","Einaudi, Luigi","","","1956","Torino","Einaudi","Politica","Venturati","Venturati","","","Biblioteca",""
"Gli Ideali del Risorgimento e dell'Unità","01.1.ENBIDE","Libro edito","","Ente Nazionale Biblioteche Popolari e Scolastiche","","","1961","Roma","ENBPS","Storia","Venturati","Venturati","","","Biblioteca",""
"Anti-Dühring","01.1.ENGANT","Libro edito","","Engels, Friedrich","","","1956","Roma ","Edizioni Rinascita ","Filosofia,Politica,Comunismo,Economia","Venturati","Venturati","","","Biblioteca",""
"L'evoluzione del socialismo dall'utopia alla scienza ","01.1.ENGLEV","Libro edito","","Engels, Friedrich","","","1961","Milano ","Edizioni Avanti!","Politica,Storia,Socialismo","Venturati","Venturati","","","Biblioteca",""
"Ludovico Feuerbach e il punto d'approdo della filosofia classica tedesca ","01.1.ENGLUD","Libro edito","","Engels, Friedrich","","","1950","Roma ","Edizioni Rinascita","Politica,Storia,Filosofia","Venturati","Venturati","","","Biblioteca",""
"Marx come pensatore e come uomo","01.1.ENGMAR","Libro edito","","Engels, Friedrich","Lafargue, Paul","Liebnecht, Wilhem","1945","Roma","L'Unità","Biografico,Filosofia politica,Comunismo,Socialismo","Venturati","Venturati","","","Biblioteca",""
"Scritti italiani ","01.1.ENGSCR","Libro edito","","Engels, Friedrich","","","1955","Cremona","Edizioni Avanti!","Comunismo","Venturati","Venturati","","","Biblioteca",""
"La situazione della classe operaia in Inghilterra","01.1.ENGSIT","Libro edito","","Engels, Friedrich","","","1955","Roma","Edizioni Rinascita","Politica,Filosofia politica","Venturati","Venturati","","","Biblioteca",""
"Comunismo e Cattolicesimo in una parrocchia di campagna","01.1.FAECOM","Libro edito","","Faenza, Liliano","","","1959","Milano","Feltrinelli","Politica,Comunismo,Chiesa","Venturati","Venturati","","","Biblioteca",""
"La Chiesa e le organizzazioni cattoliche in Italia 1945-1955","01.1.FALCHI","Libro edito","","Falconi, Carlo","","","1956","Torino","Einaudi","Inchiesta,Chiesa","Venturati","Venturati","","","Biblioteca",""
"L'altro polo della sinistra","01.1.FEDLAL","Libro edito","","Federighi, Tiziano","","","1973","Roma","Bulzoni","Politica","Venturati","Venturati","","","Biblioteca",""
"Crisi italiana e fatti polacchi","01.1.FINECRI","Libro edito","","Finetti, Ugo","","","1982","","Biblioteca Rossa","Politica,Esteri","Venturati","Venturati","","","Biblioteca",""
"Confessioni religiose e libertà religiosa nella costituzione ","01.1.FINOCON","Libro edito","","Finocchiaro, Francesco","","","1982","Bologna","Nicola Zanichelli Editore","Religione","Venturati","Venturati","","","Biblioteca",""
"Quaderni rossi. Lotte operaie nello sviluppo capitalistico","01.1.FOAQUA.1","Libro edito","1","Foa, Vittorio","","","1961","Milano","Edizioni Avanti!","Politica,Comunismo,Operaismo","Venturati","Venturati","","","Biblioteca",""
"Introduzione alla politica economica ","01.1.FORINT","Libro edito","","Forte, Francesco ","","","1964","Torino","Einaudi","Politica, Economia","Venturati","Venturati","","","Biblioteca",""
"Manuale di politica economica ","01.1.FORMAN.1","Libro edito","1","Forte, Francesco ","","","1970","Torino ","Einaudi ","Politica, Economia","Venturati","Venturati","","","Biblioteca",""
"Manuale di politica economica ","01.1.FORMAN.2","Libro edito","2","Forte, Francesco ","","","1970","Torino","Einaudi ","Politica, Economia","Venturati","Venturati","","","Biblioteca",""
"La strategia delle riforme ","01.1.FORSTR","Libro edito","","Forte, Francesco","","","1968","Milano","Etas Kompass","Politica,Economia","Venturati","Venturati","","","Biblioteca",""
"Idee sociali e organizzazione operaia nella prima metà dell'800","01.1.FRANIDE","Libro edito","","Francovich, Carlo","","","1959","Milano-Roma","Edizioni Avanti!","Storia,Operaismo","Venturati","Venturati","","","Biblioteca",""
"La resistenza a Firenze","01.1.FRANRES","Libro edito","","Francovich, Carlo","","","1961","Firenze","La Nuova Italia","Storia,Resistenza","Venturati","Venturati","","","Biblioteca",""
"Il neoclassicismo e Ugo Foscolo","01.1.FRATNEO","Libro edito","","Frattini, Alberto","","","1965","","Cappelli","Letteratura","Venturati","Venturati","","","Biblioteca",""
"Problemi umani del macchinismo industriale","01.1.FRIPRO","Libro edito","","Friedmann, Georges","","","1971","Torino","Einaudi","Politica,Economia","Venturati","Venturati","","","Biblioteca",""
"Lo stato e il risparmio privato","01.1.FUÀSTA","Libro edito","","Fuà, Giorgio","","","1961","Torino","Einaudi","Economia,Amministrazione","Venturati","Venturati","","","Biblioteca",""
"Manuale di Preistoria","01.1.FURMAN","Libro edito","","Furon, Raymond","","","1961","Torino","Einaudi","Educazione,Storia","Venturati","Venturati","","","Biblioteca",""
"Fiori rossi al Martinetto. Il processo di Torino aprile 1944","01.1.FUSFIO","Libro edito","","Fusi, Valdo","","","1968","Milano","Mursia","Storia,Resistenza","Venturati","Venturati","","","Biblioteca",""
"Il risorgimento arabo ","01.1.GABFRIS","Libro edito","","Gabrieli, Francesco","","","1958","Torino","Einaudi","Storia,Esteri","Venturati","Venturati","","","Biblioteca",""
"Puritanesimo e libertà","01.1.GABVPUR","Libro edito","","Gabrieli, Vittorio","","","1956","Torino","Einaudi","Politica","Venturati","Venturati","","","Biblioteca",""
"Il Capitano ","01.1.GADCAP","Libro edito","","Gadola Beltrami, Giuliana ","","","1964","Milano ","Edizioni Avanti! ","Storia, Resistenza, Biografico","Venturati","Venturati","","","Biblioteca",""
"Socialismo e nazionalizzazione","01.1.GAISOC","Libro edito","","Gaitskell, Hugh","","","1959","Roma","Opere Nuove","Politica,Socialismo,Amministrazione","Venturati","Venturati","","","Biblioteca",""
"Il nuovo stato industriale","01.1.GALBNUO","Libro edito","","Galbraith, John K.","","","1968","Torino","Einaudi","Economia","Venturati","Venturati","","","Biblioteca",""
"Benedetto Bettino","01.1.GALLGIALBEN","Libro edito","","Galli, Giancarlo","","","1982","Milano","Bompiani","Politica,Socialismo","Venturati","Venturati","","","Biblioteca",""
"Dal bipartitismo imperfetto alla possibile alternativa","01.1.GALLGIODAL","Libro edito","","Galli, Giorgio","","","1975","Bologna","Il Mulino","Politica","Venturati","Venturati","","","Biblioteca",""
"Opinioni sul PCI","01.1.GALLGIOOPI","Libro edito","","Galli, Giorgio","","","1977","Roma","L'Espresso","Politica,Comunismo","Venturati","Venturati","","","Biblioteca",""
"Il Piave democristiano","01.1.GALLPIA","Libro edito","","Galli, Giancarlo","","","1978","Milano ","Longanesi","Storia,Politica,Democrazia Cristiana","Venturati","Venturati","","","Biblioteca",""
"Storia della D.C","01.1.GALLSTO","Libro edito","","Galli, Giorgio","","","1978","Roma - Bari","Laterza","Storia,Politica","Venturati","Venturati","","","Biblioteca",""
"Caravan","01.1.GALSCAR","Libro edito","","Galsworthy, John","","","1961","Milano","Club degli Editori","Narrativa","Venturati","Venturati","","","Biblioteca",""
"A Genova non si passa ","01.1.GANAGE","Libro edito","","Gandolfi Francesco ","","","1960","Roma","Il Gallo","Politica,Resistenza,Socialismo","Venturati","Venturati","","","Biblioteca",""
"Cittadini Sì e No","01.1.GARCIT","Libro edito","","Garofalo, Anna","","","1956","Torino","De Silva","Inchiesta","Venturati","Venturati","","","Biblioteca",""
"Cooperazione nel Mediterraneo occidentale","01.1.GASCOO","Libro edito","","Gasteyger, Curt","Lamanna, Agostino","Aliboni, Roberto","1972","Bologna","Il Mulino","Politica,Esteri","Venturati","Venturati","","","Biblioteca",""
"Una lettera al Re","01.1.GAVLET","Libro edito","","Gavagnin, Armando","","","1960","Milano","Edizioni Avanti!","Biografico","Venturati","Venturati","","","Biblioteca",""
